"Candidat-e","Civ.","Nom","Prénom","Mandat","Département ou collectivité","Commune ou circonscription","Publication"
"FILLON François","Mme","RIVAL","Danielle","Conseiller/ère départemental-e","Loire-Atlantique","","01/03/2017"
"FILLON François","M","FORISSIER","Nicolas","Maire","Indre","La Châtre","01/03/2017"
"FILLON François","M","SOUFFLET","Jacques","Maire","Oise","Pontoise-lès-Noyon","01/03/2017"
"FILLON François","Mme","TONNERRE","Marie","Maire","Nord","Neuville-en-Ferrain","01/03/2017"
"FILLON François","M","BRULHART","Michel","Maire","Ain","Saint-Jean-de-Gonville","01/03/2017"
"FILLON François","M","FRAIRET","Robert","Maire","Gers","Caillavet","01/03/2017"
"FILLON François","M","LAMASSOURE","Alain","Représentant-e français-e au Parlement européen","PARLEMENT EUROPÉEN","","01/03/2017"
"FILLON François","Mme","PEYCELON","Nicole","Conseiller/ère régional-e","Loire","Auvergne-Rhône-Alpes","01/03/2017"
"FILLON François","M","GRANDCOLLOT","Jean-Jacques","Maire","Haute-Savoie","Samoëns","01/03/2017"
"FILLON François","M","RENARD","Philippe","Maire","Moselle","Destry","01/03/2017"
"FILLON François","M","DELIGNIERES","Patrick","Maire","Gers","Biran","01/03/2017"
"FILLON François","M","PICCIRILLO","Claude","Maire","Bouches-du-Rhône","Saint-Victoret","01/03/2017"
"FILLON François","M","ESTROSI","Christian","Président-e d'un conseil de métropole","Alpes-Maritimes","Métropole Nice Côte d'Azur","01/03/2017"
"FILLON François","M","CHATILLON","Alain","Sénateur/trice","Haute-Garonne","","01/03/2017"
"FILLON François","M","TOURNIER","Henri-Victor","Maire","Haute-Savoie","Le Biot","01/03/2017"
"FILLON François","M","BAUDIN","Bernard","Conseiller/ère départemental-e","Alpes-Maritimes","","01/03/2017"
"FILLON François","M","TERRAIL-NOVES","Vincent","Maire","Haute-Garonne","Balma","01/03/2017"
"FILLON François","Mme","BARBUSSE","Marie-Chantal","Conseiller/ère départemental-e","Gard","","01/03/2017"
"FILLON François","M","COUTURIER","Alain","Maire","Sarthe","Saint-Ulphace","01/03/2017"
"FILLON François","Mme","DI BARI","Muriel","Conseiller/ère régional-e","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","01/03/2017"
"FILLON François","M","ROUSSEL","François","Maire","Dordogne","Neuvic","01/03/2017"
"FILLON François","M","WOJCIECHOWSKI","André","Maire","Moselle","Saint-Avold","01/03/2017"
"FILLON François","M","ORSUCCI","Christian","Maire","Haute-Corse","Tallone","01/03/2017"
"FILLON François","M","GIGONDAN","Jacques","Maire","Drôme","Rousset-les-Vignes","01/03/2017"
"FILLON François","Mme","LEROUX","Marie Thérèse","Conseiller/ère départemental-e","Sarthe","","01/03/2017"
"FILLON François","M","BORNET","Pierre","Maire","Alpes-Maritimes","Cabris","01/03/2017"
"FILLON François","M","MORTEMOUSQUE","Dominique","Maire","Dordogne","Beaumontois en Périgord","01/03/2017"
"FILLON François","Mme","MORTIER","Pauline","Conseiller/ère régional-e","Vendée","Pays de la Loire","01/03/2017"
"FILLON François","M","MASSON","Jean-Louis","Maire","Var","La Garde","01/03/2017"
"FILLON François","M","MYARD","Jacques","Député-e","Yvelines","5e","01/03/2017"
"FILLON François","M","RICHEFOU","Olivier","Conseiller/ère départemental-e","Mayenne","","01/03/2017"
"FILLON François","M","CAVALLIER","François","Conseiller/ère départemental-e","Var","","01/03/2017"
"FILLON François","M","GABORIAU","Pierre","Membre du Conseil de Paris","Paris","","01/03/2017"
"FILLON François","M","LAUNAY","Frédéric","Maire","Loire-Atlantique","La Limouzinière","01/03/2017"
"FILLON François","M","BROCHAND","Bernard","Député-e","Alpes-Maritimes","8e","01/03/2017"
"FILLON François","M","CHAMINADE","Gérard","Maire","Haute-Vienne","Lavignac","01/03/2017"
"FILLON François","M","CHALOPIN","Philippe","Maire","Maine-et-Loire","Baugé-en-Anjou","01/03/2017"
"FILLON François","M","DUCRET","Sylvain","Maire","Doubs","Ornans","01/03/2017"
"FILLON François","M","DOUBLET","Michel","Conseiller/ère départemental-e","Charente-Maritime","","01/03/2017"
"FILLON François","M","KUBRYK","Serge","Maire","Vendée","La Tranche-sur-Mer","01/03/2017"
"FILLON François","M","LECLERT","Bruno","Maire","Doubs","Bouclans","01/03/2017"
"FILLON François","Mme","LAMBERT","Marie-Thérèse","Conseiller/ère régional-e","Isère","Auvergne-Rhône-Alpes","01/03/2017"
"FILLON François","M","GUIBERT","Gérard","Maire","Charente-Maritime","Chadenac","01/03/2017"
"FILLON François","M","BOILLON","Jean-Maurice","Maire délégué-e","Doubs","Ornans","01/03/2017"
"FILLON François","M","BOULLAY","Maurice","Maire","Orne","La Chapelle-Souëf","01/03/2017"
"FILLON François","M","RAGOT","Jean-Marc","Maire","Sarthe","Vernie","01/03/2017"
"FILLON François","Mme","JAGER-WEBER","Danièle","Conseiller/ère départemental-e","Moselle","","01/03/2017"
"FILLON François","M","JACQUAT","Denis","Député-e","Moselle","2e","01/03/2017"
"FILLON François","M","DUBOURG","Philippe","Maire","Gironde","Illats","01/03/2017"
"FILLON François","M","THIL","Patrick","Conseiller/ère régional-e","Moselle","Grand Est","01/03/2017"
"FILLON François","Mme","BOISARD-VANNIER","Caroline","Conseiller/ère régional-e","Nord","Hauts-de-France","01/03/2017"
"FILLON François","M","CHENU","Noël","Maire","Aisne","Rozières-sur-Crise","01/03/2017"
"FILLON François","M","FEGLI","Christian","Maire","Vosges","Etival-Clairefontaine","01/03/2017"
"FILLON François","M","VERFAILLIE","Jean-Noël","Conseiller/ère départemental-e","Nord","","01/03/2017"
"FILLON François","M","BOULANGER","Jean","Maire","Somme","Bernay-en-Ponthieu","01/03/2017"
"FILLON François","Mme","VIERLING","Catherine","Conseiller/ère régional-e","Moselle","Grand Est","01/03/2017"
"FILLON François","M","MEUNIER","Gatien","Conseiller/ère départemental-e","Loire-Atlantique","","01/03/2017"
"FILLON François","M","GAUTHERON","François","Maire","Nièvre","Sougy-sur-Loire","01/03/2017"
"FILLON François","M","FABRE","Jean-Louis","Maire","Tarn","Massals","01/03/2017"
"FILLON François","M","ZIOLKOWSKI","Michel","Maire","Pas-de-Calais","Bailleul-Sir-Berthoult","01/03/2017"
"FILLON François","M","LEPERS","Bernard","Maire","Somme","Belloy-sur-Somme","01/03/2017"
"FILLON François","M","DELAPORTE","Olivier","Maire","Yvelines","La Celle-Saint-Cloud","01/03/2017"
"FILLON François","M","DEVEDJIAN","Patrick","Député-e","Hauts-de-Seine","13e","01/03/2017"
"FILLON François","M","LEVEQUE","Jean","Maire","Nord","Wattignies-la-Victoire","01/03/2017"
"FILLON François","M","CECCOLI","François-Xavier","Maire","Haute-Corse","San-Giuliano","01/03/2017"
"FILLON François","M","GIANNESINI","Jean-Jacques","Membre du Conseil de Paris","Paris","","01/03/2017"
"FILLON François","M","LE TANTER","Michel","Maire","Tarn","Saint-Avit","01/03/2017"
"FILLON François","M","ALLEGRINI-SIMONETTI","Jean-Joseph","Maire","Haute-Corse","L'Ile-Rousse","01/03/2017"
"FILLON François","M","PETIT","Jacques","Conseiller/ère régional-e","Pas-de-Calais","Hauts-de-France","01/03/2017"
"FILLON François","M","TAITE","Jean-Pierre","Maire","Loire","Feurs","01/03/2017"
"FILLON François","M","LOVERA","Jean","Maire","Isère","Sarcenas","01/03/2017"
"FILLON François","Mme","PIETRI","Marie-Blanche","Conseiller/ère départemental-e","Seine-Saint-Denis","","01/03/2017"
"FILLON François","Mme","BATAILLE","Anne-Christine","Conseiller/ère départemental-e","Hauts-de-Seine","","01/03/2017"
"FILLON François","M","SENAUX","Philippe","Conseiller/ère départemental-e","Orne","","01/03/2017"
"FILLON François","M","BRINDEAU","Pascal","Maire","Loir-et-Cher","Vendôme","01/03/2017"
"FILLON François","M","BEGNY","Pierre-Emmanuel","Maire","Seine-et-Marne","Saâcy-sur-Marne","01/03/2017"
"FILLON François","M","SANTINI","Jean-Luc","Conseiller/ère régional-e","Yvelines","Île-de-France","01/03/2017"
"FILLON François","M","DREVETON","Jacques","Maire","Seine-et-Marne","Trilbardou","01/03/2017"
"FILLON François","M","BROCHIER","François","Maire","Isère","Bévenais","01/03/2017"
"FILLON François","Mme","LAPREE","Véronique","Conseiller/ère régional-e","Charente-Maritime","Nouvelle-Aquitaine","01/03/2017"
"FILLON François","Mme","LORNE","Anne","Conseiller/ère régional-e","Rhône","Auvergne-Rhône-Alpes","01/03/2017"
"FILLON François","M","PITA","Tony","Maire","Seine-et-Marne","Villiers-Saint-Georges","01/03/2017"
"FILLON François","Mme","KUSTER","Brigitte","Maire d'arrondissement","Paris","","01/03/2017"
"FILLON François","M","DAVY","Claude","Maire","Sarthe","Notre-Dame-du-Pé","01/03/2017"
"FILLON François","Mme","NADAU","Marie-Françoise","Conseiller/ère régional-e","Landes","Nouvelle-Aquitaine","01/03/2017"
"FILLON François","Mme","ROYER","Chantal","Maire","Yonne","Ligny-le-Châtel","01/03/2017"
"FILLON François","M","CAPITANIO","Olivier","Conseiller/ère départemental-e","Val-de-Marne","","01/03/2017"
"FILLON François","M","MARTIN-LALANDE","Patrice","Député-e","Loir-et-Cher","2e","01/03/2017"
"FILLON François","M","HERBILLON","Michel","Député-e","Val-de-Marne","8e","01/03/2017"
"FILLON François","M","RAPIN","Jean-François","Sénateur/trice","Pas-de-Calais","","01/03/2017"
"FILLON François","Mme","PRIMEVERT","Catherine","Conseiller/ère régional-e","Val-de-Marne","Île-de-France","01/03/2017"
"FILLON François","M","TRILLARD","André","Sénateur/trice","Loire-Atlantique","","01/03/2017"
"FILLON François","M","CHAMPON","Michel","Maire","Isère","Saint-Geoirs","01/03/2017"
"FILLON François","Mme","GOIMBAULT","Christine","Conseiller/ère régional-e","Eure-et-Loir","Centre-Val de Loire","01/03/2017"
"FILLON François","Mme","EUSTACHE-BRINIO","Jacqueline","Maire","Val-d'Oise","Saint-Gratien","01/03/2017"
"FILLON François","M","GIROD","Paul","Maire","Aisne","Droizy","01/03/2017"
"FILLON François","M","SAVIN","Michel","Sénateur/trice","Isère","","01/03/2017"
"FILLON François","Mme","LEBLANC","Frédérique","Conseiller/ère régional-e","Oise","Hauts-de-France","01/03/2017"
"FILLON François","M","STREHAIANO","Luc","Maire","Val-d'Oise","Soisy-sous-Montmorency","01/03/2017"
"FILLON François","M","ESTIENNE","Jean-Pierre","Maire","Oise","Feuquières","01/03/2017"
"FILLON François","M","COUVREUR","Gérard","Maire","Aisne","Missy-aux-Bois","01/03/2017"
"FILLON François","M","POISSON","Bertrand","Maire","Loiret","Erceville","01/03/2017"
"FILLON François","Mme","VANHERSEL LAPORTE","Valérie","Conseiller/ère régional-e","Nord","Hauts-de-France","01/03/2017"
"FILLON François","M","KAROUTCHI","Roger","Sénateur/trice","Hauts-de-Seine","","01/03/2017"
"FILLON François","M","KOVACS","Thierry","Maire","Isère","Vienne","01/03/2017"
"FILLON François","M","DE BENOIST","Henri","Maire","Aisne","Bouconville-Vauclair","01/03/2017"
"FILLON François","M","DANESI","René","Sénateur/trice","Haut-Rhin","","01/03/2017"
"FILLON François","M","CHIRON","Michel","Maire","Ille-et-Vilaine","Val d'Anast","01/03/2017"
"FILLON François","M","CATTIN","Jacques","Conseiller/ère régional-e","Haut-Rhin","Grand Est","01/03/2017"
"FILLON François","M","VASSANT","Philippe","Maire","Somme","Roisel","01/03/2017"
"FILLON François","M","VALENCE","David","Conseiller/ère régional-e","Vosges","Grand Est","01/03/2017"
"FILLON François","M","MORIN","Yannick","Conseiller/ère départemental-e","Côtes-d'Armor","","01/03/2017"
"FILLON François","M","GAUME","Yves","Maire","Territoire de Belfort","Essert","01/03/2017"
"FILLON François","M","ROUFFIAC","René","Maire","Eure","Perruel","01/03/2017"
"FILLON François","M","GILLIOT","Roland","Maire","Moselle","Saint-Georges","01/03/2017"
"FILLON François","Mme","QUILLERY","Christine","Conseiller/ère régional-e","Hauts-de-Seine","Île-de-France","01/03/2017"
"FILLON François","M","LOCTIN","Jean","Conseiller/ère départemental-e","Meurthe-et-Moselle","","01/03/2017"
"FILLON François","Mme","AUBIN","Dominique","Maire","Sarthe","Yvré-l'Evêque","01/03/2017"
"FILLON François","M","FAROUX","Jean-Michel","Maire","Vienne","Mauprévoir","01/03/2017"
"FILLON François","M","CARDOUX","Jean-Noël","Sénateur/trice","Loiret","","01/03/2017"
"FILLON François","Mme","GERVES","Valérie","Conseiller/ère départemental-e","Indre-et-Loire","","01/03/2017"
"FILLON François","Mme","VENDOME","Jeannine","Maire","Sarthe","Bouër","01/03/2017"
"FILLON François","M","PERRUCHOT","Nicolas","Conseiller/ère départemental-e","Loir-et-Cher","","01/03/2017"
"FILLON François","Mme","DELFAUX","Véronique","Conseiller/ère régional-e","Var","Provence-Alpes-Côte d'Azur","01/03/2017"
"FILLON François","M","LELIEVRE","Pascal","Maire","Sarthe","Solesmes","01/03/2017"
"FILLON François","Mme","GRUNY","Pascale","Sénateur/trice","Aisne","","01/03/2017"
"FILLON François","M","BOULTOUREAU","Hubert","Maire délégué-e","Maine-et-Loire","Segré-en-Anjou Bleu","01/03/2017"
"FILLON François","M","VILLAIN","Henri","Maire","Vienne","Ceaux-en-Loudun","01/03/2017"
"FILLON François","M","BASSET","Philippe","Maire","Oise","Varesnes","01/03/2017"
"FILLON François","M","DE RAINCOURT","Henri","Sénateur/trice","Yonne","","01/03/2017"
"FILLON François","M","BRISSON","Max","Conseiller/ère départemental-e","Pyrénées-Atlantiques","","01/03/2017"
"FILLON François","M","CARREZ","Gilles","Député-e","Val-de-Marne","5e","01/03/2017"
"FILLON François","M","CHEVROLLIER","Guillaume","Député-e","Mayenne","2e","01/03/2017"
"FILLON François","M","CHABERT","Maurice","Conseiller/ère départemental-e","Vaucluse","","01/03/2017"
"FILLON François","Mme","DUMAS","Catherine","Conseiller/ère régional-e","Paris","Île-de-France","01/03/2017"
"FILLON François","Mme","DESEYNE","Chantal","Sénateur/trice","Eure-et-Loir","","01/03/2017"
"FILLON François","M","AUDRIN","Jean-François","Maire","Hérault","Saint-Georges-d'Orques","01/03/2017"
"FILLON François","M","CHEVALIER","Daniel","Maire","Sarthe","Juigné-sur-Sarthe","01/03/2017"
"FILLON François","Mme","DUPUIS","Brigitte","Conseiller/ère départemental-e","Indre-et-Loire","","01/03/2017"
"FILLON François","M","LAURONCE","Michel","Maire","Pyrénées-Atlantiques","Ogeu-les-Bains","01/03/2017"
"FILLON François","M","CAPDEVIELLE","Michel","Maire","Meurthe-et-Moselle","Gélaucourt","01/03/2017"
"FILLON François","M","ABRINES","Raymond","Maire","Var","La Farlède","01/03/2017"
"FILLON François","Mme","PORTE","Nathalie","Conseiller/ère régional-e","Calvados","Normandie","01/03/2017"
"FILLON François","M","ROUX","Georges","Conseiller/ère départemental-e","Alpes-Maritimes","","01/03/2017"
"FILLON François","M","VIALATTE","Jean-Sébastien","Député-e","Var","7e","01/03/2017"
"FILLON François","M","DUBUISSON","Dany","Maire","Aube","Pel-et-Der","01/03/2017"
"FILLON François","M","VOUIN","Jean-Pierre","Maire","Moselle","Stuckange","01/03/2017"
"FILLON François","M","LE FUR","Marc","Député-e","Côtes-d'Armor","3e","01/03/2017"
"FILLON François","M","LACROIX","Nicolas","Conseiller/ère départemental-e","Haute-Marne","","01/03/2017"
"FILLON François","Mme","FREMAUX","Isabelle","Conseiller/ère départemental-e","Nord","","01/03/2017"
"FILLON François","M","FABRE","Guillaume","Conseiller/ère départemental-e","Hérault","","01/03/2017"
"FILLON François","M","GRATEAU","Denis","Maire","Charente-Maritime","Sainte-Même","01/03/2017"
"FILLON François","M","MARINI","Philippe","Maire","Oise","Compiègne","01/03/2017"
"FILLON François","M","ROCTON","André","Maire","Mayenne","Le Ribay","01/03/2017"
"FILLON François","M","PRADAL","Philippe","Maire","Alpes-Maritimes","Nice","01/03/2017"
"FILLON François","M","BEL","Jean-François","Maire","Yvelines","Montesson","01/03/2017"
"FILLON François","M","LETT","Céleste","Député-e","Moselle","5e","01/03/2017"
"FILLON François","Mme","LEVY","Geneviève","Député-e","Var","1er","01/03/2017"
"FILLON François","M","BISSIERE","Michel","Conseiller/ère régional-e","Vaucluse","Provence-Alpes-Côte d'Azur","01/03/2017"
"FILLON François","M","BEAUDOUIN","Patrick","Maire","Val-de-Marne","Saint-Mandé","01/03/2017"
"FILLON François","M","GUILLE","Gérard","Maire","Val-de-Marne","Villecresnes","01/03/2017"
"FILLON François","Mme","FOURCADE","Alexandra","Conseiller/ère départemental-e","Hauts-de-Seine","","01/03/2017"
"FILLON François","M","MORIN","Olivier","Conseiller/ère départemental-e","Seine-et-Marne","","01/03/2017"
"FILLON François","M","MAURICE","Pierre","Maire","Loir-et-Cher","Selles-Saint-Denis","01/03/2017"
"FILLON François","M","DUMUR","Jean","Maire","Sarthe","Montmirail","01/03/2017"
"FILLON François","Mme","YVARD","Séverine","Conseiller/ère départemental-e","Orne","","01/03/2017"
"FILLON François","M","GIRAN","Jean-Pierre","Député-e","Var","3e","01/03/2017"
"FILLON François","M","GALLOU","Jacky","Maire","Sarthe","Le Tronchet","01/03/2017"
"FILLON François","M","FRANÇOIS","Jean","Conseiller/ère départemental-e","Moselle","","01/03/2017"
"FILLON François","M","AGULHON","Philippe","Maire","Loir-et-Cher","Millançay","01/03/2017"
"FILLON François","M","ROGER","Vincent","Conseiller/ère régional-e","Paris","Île-de-France","01/03/2017"
"FILLON François","M","COHEN","Claude","Maire","Rhône","Mions","01/03/2017"
"FILLON François","Mme","HOMMET-LELIEVRE","Adèle","Conseiller/ère départemental-e","Manche","","01/03/2017"
"FILLON François","M","DE LEGGE","Dominique","Sénateur/trice","Ille-et-Vilaine","","01/03/2017"
"FILLON François","M","KHALIFE","Khalifé","Conseiller/ère régional-e","Moselle","Grand Est","01/03/2017"
"FILLON François","Mme","ROUSSEAU","Claire","Maire","Manche","Equilly","01/03/2017"
"FILLON François","Mme","JARDEL","Yvonne","Conseiller/ère départemental-e","Haute-Vienne","","01/03/2017"
"FILLON François","M","BILOT","Charles","Maire","Meurthe-et-Moselle","Avrainville","01/03/2017"
"FILLON François","M","GLEMOT","Etienne","Maire","Maine-et-Loire","Le Lion-d'Angers","01/03/2017"
"FILLON François","Mme","RUCHETON NEE PIETTON","Béatrice","Conseiller/ère départemental-e","Seine-et-Marne","","01/03/2017"
"FILLON François","M","MAHIEU","Pierre-Yves","Maire","Ille-et-Vilaine","Cancale","01/03/2017"
"FILLON François","M","ALEDO","Marcel","Maire","Puy-de-Dôme","Royat","01/03/2017"
"FILLON François","M","DE LA VERPILLIERE","Charles","Député-e","Ain","2e","01/03/2017"
"FILLON François","M","LAMBLIN","Jacques","Député-e","Meurthe-et-Moselle","4e","01/03/2017"
"FILLON François","M","CHANAL","Claude","Maire","Loir-et-Cher","La Chapelle-Montmartin","01/03/2017"
"FILLON François","M","COLAS","Christian","Maire","Loiret","Isdes","01/03/2017"
"FILLON François","M","DARTOIS","François","Maire","Vosges","Jussarupt","01/03/2017"
"FILLON François","M","PHILIPPE","Claude","Maire","Vosges","Harmonville","01/03/2017"
"FILLON François","M","SAVOIE","Jean","Maire","Indre-et-Loire","Pouzay","01/03/2017"
"FILLON François","M","BREIT","René","Maire","Moselle","Merschweiller","01/03/2017"
"FILLON François","M","SCHELLENBERGER","Raphaël","Maire","Haut-Rhin","Wattwiller","01/03/2017"
"FILLON François","Mme","LESEIGNEUR","Hélène","Maire","Manche","Saint-Jean-de-la-Rivière","01/03/2017"
"FILLON François","Mme","DEL GENINI","Elisabeth","Conseiller/ère régional-e","Vosges","Grand Est","01/03/2017"
"FILLON François","M","VOGEL","Jean-Pierre","Sénateur/trice","Sarthe","","01/03/2017"
"FILLON François","M","BIGNON","Jérôme","Sénateur/trice","Somme","","01/03/2017"
"FILLON François","M","MUNIER","Bernard","Maire","Meurthe-et-Moselle","Gripport","01/03/2017"
"FILLON François","Mme","DE GIBON","Sophie","Maire","Calvados","Canteloup","01/03/2017"
"FILLON François","M","CHARON","Pierre","Sénateur/trice","Paris","","01/03/2017"
"FILLON François","M","GAUTHIER","Florian","Maire","Moselle","Fraquelfing","01/03/2017"
"FILLON François","M","TETART","Jean-Marie","Député-e","Yvelines","9e","01/03/2017"
"FILLON François","M","AMSLER","Jean-Daniel","Conseiller/ère départemental-e","Val-de-Marne","","01/03/2017"
"FILLON François","M","VILLEDEY","Michel","Maire","Maine-et-Loire","Thorigné-d'Anjou","01/03/2017"
"FILLON François","M","RENARD","Hubert","Maire","Aisne","Nizy-le-Comte","01/03/2017"
"FILLON François","M","LIEVRE","Maurice","Maire","Rhône","Ville-sur-Jarnioux","01/03/2017"
"FILLON François","M","GILLET","Christian","Conseiller/ère départemental-e","Maine-et-Loire","","01/03/2017"
"FILLON François","M","LEQUILLER","Pierre","Député-e","Yvelines","4e","01/03/2017"
"FILLON François","M","ESTABLE","Gilles","Maire","Loire","Caloire","01/03/2017"
"FILLON François","M","DAVY","Jean-Luc","Maire délégué-e","Maine-et-Loire","Morannes sur Sarthe-Daumeray","01/03/2017"
"FILLON François","Mme","HENNERON","Françoise","Conseiller/ère régional-e","Pas-de-Calais","Hauts-de-France","01/03/2017"
"FILLON François","M","RICHARD","Bernard","Maire","Seine-et-Marne","Bassevelle","01/03/2017"
"FILLON François","M","DANE","James","Maire","Seine-et-Marne","Louan-Villegruis-Fontaine","01/03/2017"
"FILLON François","Mme","PECRESSE","Valérie","Conseiller/ère régional-e","Yvelines","Île-de-France","01/03/2017"
"FILLON François","M","JACOTIN","Bernard","Maire","Seine-et-Marne","Saints","01/03/2017"
"FILLON François","Mme","BERTAUD","Rose-Marie","Conseiller/ère départemental-e","Vienne","","01/03/2017"
"FILLON François","M","THOMAS","Marc","Maire","Pas-de-Calais","Moulle","01/03/2017"
"FILLON François","M","CORNU","Patrice","Maire","Oise","Montépilloy","01/03/2017"
"FILLON François","M","RAMBLIERE","Maurice","Maire","Vienne","Vivonne","01/03/2017"
"FILLON François","Mme","LEROUX","Thérèse","Maire","Essonne","Villiers-sur-Orge","01/03/2017"
"FILLON François","M","PLUMERAND","Jean","Maire","Orne","Les Champeaux","01/03/2017"
"FILLON François","M","CERBELLE","Régis","Maire","Sarthe","Chantenay-Villedieu","01/03/2017"
"FILLON François","M","GILLES DE LA LONDE","Emmanuel","Conseiller/ère départemental-e","Val-de-Marne","","01/03/2017"
"FILLON François","Mme","HAREL","Anne","Conseiller/ère départemental-e","Manche","","01/03/2017"
"FILLON François","Mme","SOSINSKI","Sandrine","Conseiller/ère départemental-e","Seine-et-Marne","","01/03/2017"
"FILLON François","Mme","BERGEROL","Véronique","Conseiller/ère départemental-e","Hauts-de-Seine","","01/03/2017"
"FILLON François","M","WILLAUME","Ludwig","Conseiller/ère départemental-e","Calvados","","01/03/2017"
"FILLON François","M","FAVREAU","Gilbert","Conseiller/ère départemental-e","Deux-Sèvres","","01/03/2017"
"FILLON François","Mme","THOMAS","Claudine","Conseiller/ère régional-e","Seine-et-Marne","Île-de-France","01/03/2017"
"FILLON François","Mme","GOUKASSOW","Véronique","Conseiller/ère départemental-e","Maine-et-Loire","","01/03/2017"
"FILLON François","M","TONDEREAU","Alain","Maire","Loir-et-Cher","Herbault","01/03/2017"
"FILLON François","M","DENIAUD","Bertrand","Conseiller/ère régional-e","Orne","Normandie","01/03/2017"
"FILLON François","Mme","NEAU","Corry","Conseiller/ère départemental-e","Oise","","01/03/2017"
"FILLON François","M","JAUNAUX","Yves","Maire","Seine-et-Marne","La Ferté-Gaucher","01/03/2017"
"FILLON François","M","DAUBRESSE","Marc-Philippe","Député-e","Nord","4e","01/03/2017"
"FILLON François","M","PICK","Max-André","Conseiller/ère départemental-e","Nord","","01/03/2017"
"FILLON François","M","CUYPERS","Pierre","Sénateur/trice","Seine-et-Marne","","01/03/2017"
"FILLON François","M","MEURA","Frédéric","Maire","Aisne","Papleux","01/03/2017"
"FILLON François","Mme","PLONCARD","Danielle","Maire","Sarthe","Poillé-sur-Vègre","01/03/2017"
"FILLON François","M","CAPILLON","Claude","Maire","Seine-Saint-Denis","Rosny-sous-Bois","01/03/2017"
"FILLON François","M","DEMANGE","Dominique","Maire délégué-e","Bas-Rhin","Cleebourg","01/03/2017"
"FILLON François","M","DEKENS","Bernard","Maire","Ardennes","Vireux-Wallerand","01/03/2017"
"FILLON François","Mme","GALLOIS","Catherine","Maire","Seine-et-Marne","Saint-Hilliers","01/03/2017"
"FILLON François","Mme","MILLION","Lara","Conseiller/ère départemental-e","Haut-Rhin","","01/03/2017"
"FILLON François","M","MALOU-SOUCAT","Olivier","Maire","Marne","Humbauville","01/03/2017"
"FILLON François","M","BATAILLER","Jean-Michel","Conseiller/ère départemental-e","Sarthe","","01/03/2017"
"FILLON François","M","CHAPPELON","Yves Augustin","Maire","Ain","Cormoranche-sur-Saône","01/03/2017"
"FILLON François","M","DUVAL","André","Maire","Vosges","Maconcourt","01/03/2017"
"FILLON François","M","BOIGARD","Fabrice","Conseiller/ère départemental-e","Indre-et-Loire","","01/03/2017"
"FILLON François","M","BAILLIF","Christian","Maire","Orne","Longny les Villages","01/03/2017"
"FILLON François","M","MOUGINET","Dominique","Maire","Meurthe-et-Moselle","Réméréville","01/03/2017"
"FILLON François","Mme","COTILLON-DUPOUX","Dominique","Conseiller/ère régional-e","Indre","Centre-Val de Loire","01/03/2017"
"FILLON François","M","GARET","Michel","Maire","Haute-Marne","Villiers-en-Lieu","01/03/2017"
"FILLON François","M","BARBE","Marcel","Maire","Mayenne","Saint-Loup-du-Gast","01/03/2017"
"FILLON François","M","FAUCHE","Marc","Maire","Nièvre","Arthel","01/03/2017"
"FILLON François","M","BICHON","Christian","Maire","Eure-et-Loir","Rohaire","01/03/2017"
"FILLON François","M","HODENT","Thierry","Membre du Conseil de Paris","Paris","","01/03/2017"
"FILLON François","M","GROSLAMBERT","Gérard","Conseiller/ère départemental-e","Haute-Marne","","01/03/2017"
"FILLON François","M","OBRY","Michel","Maire","Yvelines","Limetz-Villez","01/03/2017"
"FILLON François","M","RAMDANI","Nesrédine","Conseiller/ère régional-e","Pas-de-Calais","Hauts-de-France","01/03/2017"
"FILLON François","M","CULLOT","Alain","Maire","Marne","Châlons-sur-Vesle","01/03/2017"
"FILLON François","M","SEGALA","Gérard","Maire","Lot","Camboulit","01/03/2017"
"FILLON François","M","DESGRIPPES","Gérard","Maire","Orne","Champsecret","01/03/2017"
"FILLON François","M","SPAGNOU","Daniel","Maire","Alpes-de-Haute-Provence","Sisteron","01/03/2017"
"FILLON François","Mme","GAUGAIN","Sophie","Conseiller/ère régional-e","Calvados","Normandie","01/03/2017"
"FILLON François","M","DOLIGE","Eric","Sénateur/trice","Loiret","","01/03/2017"
"FILLON François","M","ROYER-PERREAUT","Lionel","Maire d'arrondissement","Bouches-du-Rhône","","01/03/2017"
"FILLON François","M","PERCIK","Patrick","Maire","Seine-et-Marne","Rozay-en-Brie","01/03/2017"
"FILLON François","Mme","SEGUI","Marie-Christine","Maire","Val-de-Marne","Ormesson-sur-Marne","01/03/2017"
"FILLON François","M","SORET","Christian","Maire","Val-d'Oise","Grisy-les-Plâtres","01/03/2017"
"FILLON François","M","MICHEL","Robert","Maire","Var","Pignans","01/03/2017"
"FILLON François","M","VANOYE","Jacques","Maire","Somme","Herbécourt","01/03/2017"
"FILLON François","M","LAFARGUE","Pierre","Maire","Pyrénées-Atlantiques","Saint-Girons","01/03/2017"
"FILLON François","M","MIELLE","Roland","Maire","Haute-Marne","Rouelles","01/03/2017"
"FILLON François","M","RAPENEAU","Philippe","Conseiller/ère régional-e","Pas-de-Calais","Hauts-de-France","01/03/2017"
"FILLON François","M","AUMAS","Michel","Conseiller/ère départemental-e","Val-d'Oise","","01/03/2017"
"FILLON François","M","GERARD","Bernard","Député-e","Nord","9e","01/03/2017"
