"Candidat-e","Civ.","Nom","Prénom","Mandat","Département ou collectivité","Commune ou circonscription","Publication"
"MELENCHON Jean-Luc","Mme","DELTHEIL","Anne","Maire","Côtes-d'Armor","Pléhédel","01/03/2017"
"MELENCHON Jean-Luc","Mme","STOLTZ-NAWROT","Jeanne","Maire","Haut-Rhin","Husseren-Wesserling","01/03/2017"
"MELENCHON Jean-Luc","M","GADRAT","Christian","Maire","Charente","Guizengeard","01/03/2017"
"MELENCHON Jean-Luc","M","ANDRIUZZI","Jean-Michel","Maire","Gard","Montpezat","01/03/2017"
"MELENCHON Jean-Luc","M","ABBADIE","Alain","Maire","Aude","Caudebronde","01/03/2017"
"MELENCHON Jean-Luc","M","ROCHETEAU","Charles","Maire","Hautes-Pyrénées","Bazillac","01/03/2017"
"MELENCHON Jean-Luc","M","GOICHOT","Denis","Maire","Jura","Belmont","01/03/2017"
"MELENCHON Jean-Luc","M","GAUDIBERT","Jean-Louis","Maire","Drôme","La Baume-de-Transit","01/03/2017"
"MELENCHON Jean-Luc","M","JAUVION","Bernard","Maire","Corrèze","Favars","01/03/2017"
"MELENCHON Jean-Luc","M","COMPAIN","Claude","Maire","Haute-Vienne","Peyrilhac","01/03/2017"
"MELENCHON Jean-Luc","M","DARGENTOLLE","Georges","Maire","Haute-Vienne","Saint-Maurice-les-Brousses","01/03/2017"
"MELENCHON Jean-Luc","M","MADELEINE","Jérôme","Maire","Corrèze","Lostanges","01/03/2017"
"MELENCHON Jean-Luc","M","NORMAND","Arnold","Maire","Pas-de-Calais","Roeux","01/03/2017"
"MELENCHON Jean-Luc","M","BONNEILH","André","Maire","Lot-et-Garonne","Trentels","01/03/2017"
"MELENCHON Jean-Luc","Mme","BLAS","Isabelle","Maire","Drôme","Beaumont-en-Diois","01/03/2017"
"MELENCHON Jean-Luc","Mme","SILVESTRI","Annie","Maire","Meurthe-et-Moselle","Thil","01/03/2017"
"MELENCHON Jean-Luc","Mme","BEAUDET","Ghislaine","Maire","Loiret","Pierrefitte-ès-Bois","01/03/2017"
"MELENCHON Jean-Luc","M","MARCHETTI","José","Maire","Seine-Maritime","Incheville","01/03/2017"
"MELENCHON Jean-Luc","M","HUNOLD","Jean-Claude","Maire","Territoire de Belfort","Lachapelle-sous-Chaux","01/03/2017"
"MELENCHON Jean-Luc","M","GIMARET","Hervé","Maire","Jura","Champrougier","01/03/2017"
"MELENCHON Jean-Luc","M","LECLERC","Patrice","Maire","Hauts-de-Seine","Gennevilliers","01/03/2017"
"MELENCHON Jean-Luc","M","GALAUP","Dominique","Maire","Hautes-Pyrénées","Cazaux-Fréchet-Anéran-Camors","01/03/2017"
"MELENCHON Jean-Luc","M","CARTIER","Robert","Maire","Isère","Saint-Martin-de-Clelles","01/03/2017"
"MELENCHON Jean-Luc","M","ROQUIS","Claude","Maire","Haute-Marne","Malaincourt-sur-Meuse","01/03/2017"
"MELENCHON Jean-Luc","M","RAHON","François","Maire","Aisne","Goudelancourt-lès-Berrieux","01/03/2017"
"MELENCHON Jean-Luc","M","ALEXANDRE","Christian","Maire","Puy-de-Dôme","Viverols","01/03/2017"
"MELENCHON Jean-Luc","M","TOUBERT","Thierry","Maire","Haute-Garonne","Ciadoux","01/03/2017"
"MELENCHON Jean-Luc","M","GILLES","Daniel","Maire","Drôme","Saou","01/03/2017"
"MELENCHON Jean-Luc","Mme","ADAMY","Béatrice","Maire","Puy-de-Dôme","Lachaux","01/03/2017"
"MELENCHON Jean-Luc","M","PARIS","Gilles","Maire","Haute-Garonne","Ausseing","01/03/2017"
"MELENCHON Jean-Luc","M","GUINOT","Stéphane","Maire","Côte-d'Or","Boussenois","01/03/2017"
"MELENCHON Jean-Luc","M","MACHEFERT","Bernard","Maire","Charente-Maritime","Préguillac","01/03/2017"
"MELENCHON Jean-Luc","M","VAUTARET","Michel","Maire","Ardèche","Saint-Pierre-sur-Doux","01/03/2017"
"MELENCHON Jean-Luc","M","GALY-GASPARROU","Léon-Pierre","Maire","Ariège","Massat","01/03/2017"
"MELENCHON Jean-Luc","M","MARTINEZ","André","Maire","Aveyron","Aubin","01/03/2017"
"MELENCHON Jean-Luc","Mme","LOUIS","Véronique","Maire","Ardèche","Saint-Maurice-d'Ibie","01/03/2017"
"MELENCHON Jean-Luc","Mme","JUGAND","Joëlle","Maire délégué-e","Savoie","La Léchère","01/03/2017"
"MELENCHON Jean-Luc","M","ROCHAIX","Jean-François","Maire","Savoie","La Léchère","01/03/2017"
"MELENCHON Jean-Luc","M","DURIEZ","Jean-Marc","Maire","Meurthe-et-Moselle","Longlaville","01/03/2017"
"MELENCHON Jean-Luc","M","GODARD","Denys","Maire","Cher","Saint-Laurent","01/03/2017"
"MELENCHON Jean-Luc","M","SAUVESTRE","Daniel","Maire","Puy-de-Dôme","Châteauneuf-les-Bains","01/03/2017"
"MELENCHON Jean-Luc","M","GARCIA","Bernard","Maire","Puy-de-Dôme","Ris","01/03/2017"
"MELENCHON Jean-Luc","M","BACHMANN","Michel","Maire","Seine-et-Marne","Chauconin-Neufmontiers","01/03/2017"
"MELENCHON Jean-Luc","M","JEGO","Jean-Jacques","Maire","Seine-et-Marne","Quincy-Voisins","01/03/2017"
"MELENCHON Jean-Luc","M","LE GOFF","Yannick","Maire","Côtes-d'Armor","Grâces","01/03/2017"
"MELENCHON Jean-Luc","M","LACOUME","Philippe","Maire","Hautes-Pyrénées","Calavanté","01/03/2017"
"MELENCHON Jean-Luc","M","GAUBERT","Alain","Maire","Allier","Saint-Bonnet-Tronçais","01/03/2017"
"MELENCHON Jean-Luc","M","BLAISE","Michel","Maire","Nord","Bellaing","01/03/2017"
"MELENCHON Jean-Luc","Mme","ECHARD","Jacqueline","Maire","Loir-et-Cher","Loreux","01/03/2017"
"MELENCHON Jean-Luc","M","LEVEE","Frédéric","Maire","Moselle","Gorze","01/03/2017"
"MELENCHON Jean-Luc","M","MICHON","Michel","Maire","Charente-Maritime","Saint-Martial-de-Vitaterne","01/03/2017"
"MELENCHON Jean-Luc","M","PONSARD","Philippe","Maire","Creuse","Savennes","01/03/2017"
"MELENCHON Jean-Luc","M","JOSSEAUX","Olivier","Maire","Aisne","Chambry","01/03/2017"
"MELENCHON Jean-Luc","Mme","RAUZE","Marjolaine","Maire","Essonne","Morsang-sur-Orge","01/03/2017"
"MELENCHON Jean-Luc","M","FABUREL","Luc-Marie","Maire","Sarthe","Saint-Longis","01/03/2017"
"MELENCHON Jean-Luc","M","PASTRE","Jean-Pierre","Maire","Hérault","Félines-Minervois","01/03/2017"
"MELENCHON Jean-Luc","M","ZELANI","David","Maire","Nord","Bachant","01/03/2017"
"MELENCHON Jean-Luc","M","ETUR","Jean-Luc","Maire","Eure","Letteguives","01/03/2017"
"MELENCHON Jean-Luc","M","LAFORCE","Jean-Luc","Maire","Dordogne","Saint-Léon-sur-l'Isle","01/03/2017"
"MELENCHON Jean-Luc","Mme","LE LAGADEC","Jeannick","Conseiller/ère départemental-e","Val-de-Marne","","01/03/2017"
"MELENCHON Jean-Luc","M","BORDES","Alexandre","Maire","Pyrénées-Atlantiques","Arancou","01/03/2017"
"MELENCHON Jean-Luc","M","CAVERIVIERE","Christian","Maire","Aude","Monze","01/03/2017"
"MELENCHON Jean-Luc","M","LEPINE","Serge","Maire","Aude","Camplong-d'Aude","01/03/2017"
"MELENCHON Jean-Luc","M","PARSY","Gérard","Maire","Somme","Sailly-Saillisel","01/03/2017"
"MELENCHON Jean-Luc","M","JACOB","Claude","Maire","Somme","Erondelle","01/03/2017"
"MELENCHON Jean-Luc","Mme","AUTAIN","Clémentine","Conseiller/ère régional-e","Seine-Saint-Denis","Île-de-France","01/03/2017"
"MELENCHON Jean-Luc","M","DUBOURG","Philippe","Maire","Landes","Carcarès-Sainte-Croix","01/03/2017"
"MELENCHON Jean-Luc","M","DESMORTIER","Joel","Maire","Charente","Lagarde-sur-le-Né","01/03/2017"
"MELENCHON Jean-Luc","M","LANG","Sébastien","Maire","Moselle","Maxstadt","01/03/2017"
"MELENCHON Jean-Luc","M","TRINOLI","Massimo","Maire","Meuse","Arrancy-sur-Crusne","01/03/2017"
"MIGUET Nicolas","M","YARDIN","Jean-Luc","Maire","Vosges","Gemmelaincourt","01/03/2017"
"MUMBACH Paul","M","CONRAD","Yves","Maire","Haut-Rhin","Eteimbes","01/03/2017"
"MUMBACH Paul","M","BOHLI","Jean-Marie","Maire","Haut-Rhin","Rammersmatt","01/03/2017"
"POUTOU Philippe","M","PRAT","Hervé","Maire","Jura","Eclans-Nenon","01/03/2017"
"POUTOU Philippe","M","TINCHON","Jean-Marie","Maire","Pas-de-Calais","Boubers-sur-Canche","01/03/2017"
"POUTOU Philippe","M","HAMON","Christian","Maire","Tarn","Le Ségur","01/03/2017"
"POUTOU Philippe","M","MESNIER","Dominique","Maire","Doubs","Laissey","01/03/2017"
"POUTOU Philippe","M","DIENER","Pierre","Maire","Gironde","Saint-Loubert","01/03/2017"
"POUTOU Philippe","M","DIEUDONNE","Gérard","Maire","Aisne","Thenelles","01/03/2017"
"POUTOU Philippe","M","CEBAK","Frank","Maire","Tarn","Souel","01/03/2017"
"POUTOU Philippe","Mme","MARTIN","Denise","Maire","Savoie","Villaroux","01/03/2017"
"POUTOU Philippe","Mme","PRIMET","Raphaëlle","Membre du Conseil de Paris","Paris","","01/03/2017"
"POUTOU Philippe","Mme","VIGNEAUX","Joëlle","Maire","Hautes-Pyrénées","Mazouau","01/03/2017"
"POUTOU Philippe","M","DESCOUPS","Damien","Maire","Vosges","Liézey","01/03/2017"
"POUTOU Philippe","M","STERVINOU","Frédéric","Maire","Indre","La Pérouille","01/03/2017"
"POUTOU Philippe","M","GUEGUEN","Alain","Maire","Corrèze","Lamazière-Basse","01/03/2017"
"POUTOU Philippe","M","LEFORT-LARY","Michel","Maire","Corrèze","Saint-Pantaléon-de-Lapleau","01/03/2017"
"POUTOU Philippe","Mme","MIERMONT","Dominique","Maire","Corrèze","Latronche","01/03/2017"
"POUTOU Philippe","M","LOYAU","Laurent","Maire","Loir-et-Cher","Saint-Jacques-des-Guérets","01/03/2017"
"POUTOU Philippe","M","VELTER","François","Maire","Ariège","Esplas-de-Sérou","01/03/2017"
"POUTOU Philippe","M","TAURIAC","Gérard","Maire","Ariège","Bestiac","01/03/2017"
"POUTOU Philippe","M","LACAMPAGNE","Patrick","Maire","Haute-Garonne","Esperce","01/03/2017"
"POUTOU Philippe","M","CAZENEUVE","Daniel","Maire","Landes","Préchacq-les-Bains","01/03/2017"
"POUTOU Philippe","M","DARBON","Hubert","Maire","Jura","Planches-près-Arbois (Les)","01/03/2017"
"POUTOU Philippe","Mme","LARRIEU","Françoise","Maire","Haute-Saône","Villers-Pater","01/03/2017"
"POUTOU Philippe","Mme","BESSOU","Régine","Maire","Tarn","Vindrac-Alayrac","01/03/2017"
"POUTOU Philippe","M","LECOURT","Didier","Maire","Gironde","Saint-Hilaire-de-la-Noaille","01/03/2017"
"POUTOU Philippe","Mme","LESNE","Maya","Maire","Pyrénées-Orientales","Tordères","01/03/2017"
"POUTOU Philippe","M","PETRONE","Dominique","Maire","Ain","Saint-Marcel","01/03/2017"
"POUTOU Philippe","M","OLLIVIER","Stéphane","Maire","Côtes-d'Armor","Le Leslay","01/03/2017"
"POUTOU Philippe","M","VERNEY","Guy","Maire délégué-e","Orne","Perche en Nocé","01/03/2017"
"POUTOU Philippe","M","PALMADE","Lucien","Maire","Ariège","Lapenne","01/03/2017"
"POUTOU Philippe","Mme","BERDEIL","Geneviève","Maire","Ariège","Saint-Félix-de-Tournegat","01/03/2017"
"POUTOU Philippe","M","SERVANT","Alain","Maire","Ariège","Cazals-des-Baylès","01/03/2017"
"POUTOU Philippe","M","HUILLET","Jean","Maire","Ariège","Camon","01/03/2017"
"POUTOU Philippe","M","SAINTE-MARIE","Andde","Conseiller/ère régional-e","Pyrénées-Atlantiques","Nouvelle-Aquitaine","01/03/2017"
"POUTOU Philippe","M","LECLERC","Raymond","Maire","Meuse","Lahaymeix","01/03/2017"
"POUTOU Philippe","Mme","BELLARDI-SAVOYE","Frédérique","Maire","Hautes-Pyrénées","Vidouze","01/03/2017"
"TAUZIN Didier","M","MIZIULA","Zénon","Maire","Moselle","Niderhoff","01/03/2017"
"TAUZIN Didier","M","MARSEILLE","Frédéric","Maire","Somme","Thoix","01/03/2017"
"TAUZIN Didier","M","PORTOIS","Nicolas","Maire","Somme","Tilloy-lès-Conty","01/03/2017"
"TAUZIN Didier","Mme","TERRACOL","Lucette","Maire","Charente","Saint-Romain","01/03/2017"
"TEMARU Oscar","M","RODRIGUEZ","Jean-Marc","Maire","Haute-Corse","Poggio-di-Venaco","01/03/2017"
"TROADEC Christian","M","ERNAGA","Michel","Maire","Pyrénées-Atlantiques","Urepel","01/03/2017"
"TROADEC Christian","M","LE GALL","Gilbert","Maire","Côtes-d'Armor","Duault","01/03/2017"
"TROADEC Christian","M","ALFONSI","François","Maire","Corse du Sud","Osani","01/03/2017"
"TROADEC Christian","M","NICOT","Patrick","Maire","Finistère","Collorec","01/03/2017"
"TROADEC Christian","M","TOMI","Marc","Maire","Haute-Corse","Santo-Pietro-di-Tenda","01/03/2017"
"TROADEC Christian","M","MORGANTI","Jean Toussaint","Maire","Haute-Corse","Ogliastro","01/03/2017"
"TROADEC Christian","Mme","NICOLE","Corinne","Conseiller/ère départemental-e","Finistère","","01/03/2017"
"TROADEC Christian","M","SIRE","Louis","Maire","Aude","Saint-Just-et-le-Bézu","01/03/2017"
"TROADEC Christian","M","SAISSET","Jean-François","Maire","Aude","Trausse","01/03/2017"
"TROADEC Christian","M","LE MASLE","Jean-Louis","Maire","Morbihan","Inguiniel","01/03/2017"
"TROADEC Christian","M","GROLHIER","Jean-Pierre","Maire","Dordogne","Villars","01/03/2017"
"TROADEC Christian","M","VIEILLEFOSSE","Philippe","Maire","Dordogne","La Dornac","01/03/2017"
"WAECHTER Antoine","M","BOUVAIS","Erwan","Conseiller/ère départemental-e","Loire-Atlantique","","01/03/2017"
"YADE Rama","M","ROLIN","Denis","Maire","Vosges","Pleuvezain","01/03/2017"
"YADE Rama","M","COSTARD","Serge","Maire","Orne","Saint-Brice","01/03/2017"
"YADE Rama","M","AGACHE","Joseph","Maire","Yonne","Saint-Martin-du-Tertre","01/03/2017"
"YADE Rama","M","BOULORD","Gérard","Maire","Deux-Sèvres","Saint-Martin-de-Sanzay","01/03/2017"
"YADE Rama","M","DELMOTTE","Jean-Marc","Maire","Somme","Ginchy","01/03/2017"
"YADE Rama","M","SAMAIN","Didier","Maire","Somme","Guillemont","01/03/2017"
"YADE Rama","M","SAVARY","Etienne","Maire","Gers","Ornézan","01/03/2017"
"YADE Rama","M","UVERNET","Gabriel","Maire","Var","Le Thoronet","01/03/2017"
